interval, recall@10, recall@20, recall@50, precision@10, precision@20, precision@50
1, 0.15762503503273972, 0.2554380366378761, 0.4293434227623632, 0.016273026064359385, 0.013192692807461734, 0.00891844378200884
2, 0.17517592840478838, 0.27388068739562205, 0.4447925829604415, 0.018147397406969776, 0.0142062186866581, 0.00926607258959145
7, 0.1939879676415047, 0.2957590083192975, 0.4574666334915532, 0.01999693768182702, 0.015292451385701107, 0.009532996478336034
