12.5753356767;100
12.0129267028;216
11.7544636571;305
11.5398271132;408
11.3937330282;501
11.2521487327;627
11.1785957559;717
11.1026788263;833
11.0644795759;901
11.0130867053;1016
10.9686634319;1140
10.9410546858;1232
10.9176647265;1323
10.8953753011;1427
10.8781086759;1520
10.8594969215;1639
10.8464175288;1735
10.8319294758;1865
10.8250275023;1928
10.813470774;2060
10.806574871;2145
10.8011890128;2213
10.7916879917;2368
10.7874887161;2435
10.7828430368;2520
10.7785426539;2606
10.7720785805;2771
10.7689882462;2847
10.7658019261;2936
10.7625409056;3040
10.7597296483;3135
10.7570766319;3233
10.7544174208;3342
10.7514852186;3483
10.7493484052;3585
10.7474549912;3681
10.7455577865;3790
10.7436499998;3915
10.7430581496;3915
10.7413689488;4038
10.7400636036;4131
10.7384039583;4288
10.7372473193;4392
10.7360312066;4523
10.7355425387;4523
10.7344330694;4655
10.7332188581;4832
10.7327737652;4832
10.731983763;4924
10.7309421245;5103
10.7305300916;5103
10.7296331196;5277
10.728983619;5383
10.7283388643;5502
10.7279721274;5502
10.7271550246;5741
10.7268147233;5741
10.7263113714;5849
10.7258153256;5979
10.7253533232;6112
10.7250461486;6112
10.7246107497;6269
10.7242121618;6423
10.7239313323;6423
10.7235701136;6597
10.7232296584;6790
10.7229790496;6790
10.7226882939;6977
10.7224501243;6977
10.7221983733;7202
10.7219757818;7202
10.7217494962;7202
10.721557336;7431
10.7213461926;7431
10.7211971894;7695
10.7210034043;7695
10.7208898056;7983
10.7207141899;7983
10.7205352766;7983
10.7204753391;8282
10.7203141714;8282
10.7201497969;8282
10.7201613489;8678
10.7200205981;8678
10.7198768688;8678
10.7197300322;8678
10.7197864035;9094
10.719662814;9094
10.7195363673;9094
10.7194069282;9094
10.7195254756;9623
10.7194244189;9623
10.7193207878;9623
10.7192144478;9623
10.7191052535;9623
10.7189930474;9623
10.7191711083;10229
10.7190898435;10229
10.7190061351;10229
10.7189198314;10229
10.7188307665;10229
10.7187387577;10229
10.7189448465;10928
10.7188856473;10928
10.7188242758;10928
10.7187605668;10928
10.718694335;10928
10.7186253723;10928
10.7185534439;10928
10.7187777687;11837
10.7187443903;11837
10.7187093637;11837
10.7186725177;11837
10.7186336528;11837
10.718592535;11837
10.7185488869;11837
10.7185023765;11837
10.7184526019;11837
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
10.7184332627;13176
