lda_rec,lda_prec,freq_rec,freq_prec,gb_rec,gb_prec,pg_rec,pg_prec
0.02135343315,0.2135482208,0.005611879022,0.05353487878,0,0,0.01534295109,0.1478387434
0.04041551607,0.2021847567,0.01030293289,0.05232196734,0,0,0.028218452,0.1368618949
0.05744114251,0.1920897959,0.01493128928,0.04969904635,0,0,0.03959597951,0.1289931319
0.0730978181,0.1840858438,0.0192364346,0.04863016814,0.004691053865,0.01277726398,0.05045606577,0.1239747108
0.08798616242,0.1774519763,0.02315866124,0.0476219355,0.01030293289,0.02092878694,0.06068008682,0.1197052625
0.1021648276,0.1720717033,0.02767813308,0.0471999434,0.01030293289,0.01744065578,0.07017934237,0.1159139035
0.1151525133,0.1665738934,0.03139045548,0.0463657058,0.01030293289,0.01494913353,0.07884501801,0.1121011741
0.1275360556,0.1615920221,0.03509039496,0.0455713571,0.01624037785,0.02115772397,0.08717093356,0.1087697288
0.1396997892,0.1574729664,0.03940483256,0.0454622793,0.0230581274,0.02720122369,0.09512941523,0.105786093
0.1512305183,0.1536061373,0.04307302346,0.04490804615,0.0230581274,0.02448110132,0.1027576863,0.1031475052
0.1620714641,0.14996823,0.04683417165,0.04451522824,0.0230581274,0.02225554666,0.1104810122,0.1009376632
0.172756733,0.1467193272,0.05039982715,0.04372166715,0.02736327273,0.02418621223,0.1177514588,0.09880300802
0.1826834668,0.1434664309,0.05464994071,0.04366597818,0.03112442091,0.02544781507,0.1249527753,0.09693145068
0.1918939892,0.1401779081,0.05829385659,0.04330093849,0.03112442091,0.02363011399,0.1318462138,0.095144239
0.2011437181,0.1373076398,0.06200137102,0.04285620429,0.03838201697,0.02677805237,0.1385926257,0.09342147156
0.2099693662,0.1345791576,0.06528383173,0.04235335143,0.03838201697,0.02510442409,0.1448067811,0.09166009673
0.2183375307,0.1319433606,0.06835908181,0.04155113537,0.04033533773,0.0247888776,0.1508464634,0.08997573285
0.2266552823,0.1295195691,0.07164861363,0.04101156814,0.04033533773,0.02341171774,0.1569228263,0.0885172663
0.2346391516,0.127192118,0.07464537532,0.04063572519,0.04192408921,0.02310995282,0.1628540348,0.08715965665
0.2423227849,0.1248972816,0.07828130329,0.04056733933,0.04927233957,0.02598586958,0.1687317451,0.08585366223
0.2499900304,0.1228628753,0.08170086347,0.04024483484,0.05195183425,0.02609997711,0.1743607177,0.08456086469
0.2573249391,0.1208810975,0.08498391616,0.03998748496,0.05195183425,0.02491361452,0.1799028804,0.08336905449
0.2642790628,0.1188811419,0.0883297777,0.03985073279,0.05787812573,0.0264955231,0.1853548541,0.08221562006
0.2713208995,0.1170939653,0.09165772468,0.03966409934,0.05787812573,0.02539154297,0.1904650778,0.08103196022
0.2782600949,0.1153557621,0.09475554666,0.03946086086,0.06424138726,0.02694482769,0.1955349109,0.07994238671
0.2848062394,0.1136282263,0.09765412766,0.0390720761,0.06855582486,0.02762347497,0.2003853841,0.07883866062
0.2912826462,0.1120028256,0.1010894844,0.03896534162,0.07114215111,0.02772457252,0.2051907343,0.0777942307
0.2976023846,0.1104718659,0.1044806398,0.03880666841,0.07484209058,0.02816337051,0.2100240372,0.07683523248
0.3038805477,0.1090187808,0.1077657518,0.0386986715,0.07484209058,0.0271922198,0.2147231958,0.0759057756
0.3097487994,0.1075256101,0.1111556456,0.0385448095,0.07570610461,0.02661127704,0.2193556744,0.07502160499
0.3156581292,0.1061307294,0.1142890263,0.03832800158,0.07587292859,0.02581789602,0.2240429518,0.07418420701
0.3215708309,0.1048206597,0.1171577733,0.03810105447,0.07900630928,0.02600557939,0.2283874383,0.07331102082
0.3273042567,0.1035320992,0.1197440996,0.03786626824,0.07900630928,0.02521753153,0.2326459707,0.07247145868
0.3328789689,0.1022792033,0.122875471,0.03770950593,0.07900630928,0.02447583943,0.2368922135,0.07169020101
0.3384195245,0.1010706109,0.1258561004,0.03752184865,0.0870540339,0.0261477716,0.2411354622,0.07094319026
0.3435797664,0.0998293501,0.1287901059,0.03727175786,0.08936658916,0.02603295413,0.2451667356,0.07017619223
0.3487219432,0.09865108676,0.1316856288,0.03712820269,0.09623270013,0.0273741,0.2491308321,0.06944573635
0.3538845034,0.09753324135,0.1341562356,0.03687809362,0.09623270013,0.02665372894,0.2530591192,0.06871781695
0.3588033594,0.09639769189,0.1367968891,0.03658444138,0.1011034125,0.02729556125,0.256737439,0.06798135382
0.3636615752,0.09531437148,0.1393856198,0.03639151265,0.1011034125,0.02661317222,0.2605969123,0.06731961733
0.3684277302,0.09427428143,0.14193344,0.03611739652,0.1032347409,0.02657163555,0.264390214,0.06667721801
0.3731356827,0.09326891907,0.1448526566,0.03600072775,0.104630745,0.02631656844,0.2681234431,0.06604699887
0.3775596921,0.09224297296,0.1474719202,0.03577665646,0.1118776203,0.02749218924,0.2718222555,0.06543904045
0.3821877347,0.09129122693,0.150005627,0.0356144568,0.1118776203,0.02686736676,0.2755071668,0.06486181769
0.386507755,0.09032585203,0.1526851217,0.03545373838,0.1198439747,0.02805969546,0.2788770708,0.06422804083
0.391006797,0.08943112476,0.1553384939,0.03525617151,0.1231264354,0.02820645335,0.2823505748,0.06366038216
0.3952793283,0.08853543847,0.1582012776,0.03512410891,0.1231264354,0.02760631604,0.2856704791,0.06308429831
0.3995780819,0.08767328209,0.1612198715,0.03498965235,0.1231264354,0.02703118446,0.2890473864,0.06254169383
0.4036802136,0.08680454458,0.1636107261,0.0348260292,0.124865853,0.02687372385,0.2923388795,0.062000815
0.4078975184,0.08599663417,0.1662399658,0.03465742832,0.124865853,0.02633624937,0.2956426841,0.06147671968
0.4119818451,0.08520227231,0.1690375718,0.03455103102,0.1277346,0.02642898359,0.2988920897,0.06097258255
0.4159014769,0.08439939308,0.1712371533,0.03429215538,0.1297206888,0.02636449622,0.3019561524,0.06044147644
0.4199325793,0.08363739555,0.1733684817,0.03411513676,0.1297206888,0.02586705289,0.3050032112,0.05993212845
0.4237808828,0.0828671205,0.1756620108,0.03396601265,0.1328185108,0.02602846187,0.3080883865,0.0594475413
0.4275802966,0.08212457979,0.1781684718,0.03383609431,0.1382306407,0.02654815052,0.3110085295,0.05895383631
0.4314229367,0.08141451465,0.1805660719,0.0337127111,0.1382306407,0.0260740764,0.3140007036,0.05849265431
0.4351824781,0.08071420269,0.1827398125,0.03351785015,0.1406214954,0.02608983152,0.3169182384,0.05802265112
0.4388950632,0.08003777801,0.1853997677,0.03341780146,0.1438471244,0.02621744679,0.3198674225,0.05757878827
0.4426325804,0.0793737471,0.1879560638,0.03328105651,0.1467811299,0.02625644905,0.3226804225,0.05712710104
0.4462566939,0.07871037191,0.1904581654,0.03318298285,0.1502164866,0.02642201232,0.3254708679,0.05668743778
0.4499261866,0.07808639359,0.1926356253,0.03298323771,0.1502164866,0.02598886458,0.3281421078,0.05623385529
0.4535004337,0.07746200237,0.1949021673,0.0328718564,0.1531150676,0.02604311607,0.3309698324,0.05581935836
0.4568241089,0.07682518505,0.1972919395,0.03274572106,0.1557750227,0.02606965433,0.333716892,0.05541344758
0.4602195426,0.07621419068,0.1996128211,0.03261855262,0.1557750227,0.02566231598,0.3364440221,0.05500861357
0.463686886,0.07563225925,0.2019390003,0.03247710338,0.1584156762,0.02565867506,0.3389820138,0.05458567995
0.4668555163,0.07502041045,0.2042815661,0.03236337173,0.1584156762,0.02526990725,0.3416661962,0.05420152064
0.470111883,0.07443814027,0.206539837,0.03222180711,0.1629715619,0.02561732327,0.3443405479,0.05382543444
0.4732022265,0.07384936175,0.2086891541,0.03207838619,0.1629715619,0.02524059793,0.3468470793,0.05343365419
0.4763763679,0.07329632635,0.2109762045,0.03195779947,0.1663627172,0.02537511813,0.3493513448,0.05305169178
0.479565325,0.07275974174,0.2131336179,0.03184195764,0.1663627172,0.02501261644,0.3518818152,0.05268908964
0.4827081228,0.07222481911,0.2154890722,0.03172446752,0.1663627172,0.02466032607,0.3542990438,0.05232431629
0.4858321636,0.07170075453,0.2175897031,0.03162076976,0.167195406,0.02444437706,0.3567585658,0.05197051783
0.4888377351,0.07117650956,0.2198084802,0.03152552067,0.169264337,0.02440776587,0.3591005346,0.0516131203
0.4917814426,0.07065147686,0.2218426374,0.03140846473,0.1741406098,0.02480239993,0.3614838086,0.05127070913
0.4946687785,0.07013700845,0.2237247374,0.03122963951,0.1781221199,0.02502660824,0.3639332765,0.05094531286
0.4975839737,0.06963887158,0.2256618772,0.0310537248,0.1811407137,0.02507455017,0.3662667045,0.05061331825
0.5004235131,0.06914737248,0.2278223721,0.03092097193,0.1836471747,0.02509722489,0.3684977331,0.05027478548
0.5032320193,0.06865972897,0.2298913031,0.03080367434,0.1836471747,0.0247754656,0.3708015871,0.04995387438
0.505977739,0.06818001678,0.2317563459,0.03068646757,0.1836471747,0.02446185211,0.3730628111,0.0496351382
0.5086023991,0.06769410373,0.2339298787,0.03060497749,0.1859137167,0.02448204891,0.3752385713,0.04931660021
0.5113091185,0.0672331038,0.2359283593,0.03050547148,0.1892595782,0.02463464318,0.377422792,0.04901041962
0.5138732082,0.0667633791,0.2379144481,0.03041486379,0.1958974926,0.02519989927,0.3796653763,0.04871152196
0.5164696769,0.06630625174,0.2398963815,0.03031054734,0.1994096524,0.02535478116,0.38183723,0.04841343329
0.5190107318,0.06585730097,0.2420063573,0.030211783,0.2026947644,0.02547763803,0.3840876293,0.04813110562
0.5214684253,0.06540910344,0.2440430686,0.03011391557,0.205314028,0.02548808537,0.3861982054,0.04783811913
0.5240371256,0.06497996757,0.2459005761,0.03000369162,0.2078703241,0.02548647798,0.3882600861,0.04755018333
0.5265671587,0.06455651444,0.2477652926,0.02985835948,0.2078703241,0.02519352995,0.3903614468,0.04726973809
0.5291414512,0.06415164425,0.2498062075,0.02978386745,0.2078703241,0.02490723984,0.3924742741,0.04699738948
0.5315557772,0.06372844548,0.2517414082,0.02969111813,0.2104112776,0.02492958896,0.3944563871,0.04671991779
0.5339293287,0.06331919955,0.2539366981,0.0296130644,0.2125119085,0.0249221294,0.3964928058,0.04644591678
0.5364263029,0.0629242795,0.2556815471,0.02951340092,0.2144596643,0.02487801326,0.3984670643,0.04617327273
0.5388179009,0.06253349514,0.2575984143,0.02942018878,0.2144596643,0.02460760008,0.4004987126,0.0459156196
0.5411484102,0.06214165925,0.2594517293,0.0293061576,0.2151290135,0.02442158063,0.402460989,0.04565877964
0.5434782756,0.06175928934,0.2612774269,0.02920277847,0.2175266136,0.02444823013,0.4043341009,0.0453919204
0.545713172,0.06137698963,0.2632201593,0.02910460803,0.2235402101,0.02484345862,0.4061811681,0.04513179639
0.5478908136,0.06098828277,0.2650174785,0.02901322073,0.2280243155,0.02512274411,0.4080141491,0.04487061646
0.5501262556,0.06061524933,0.2668523868,0.02889652099,0.2325437874,0.02532859193,0.4098907124,0.04462201162
0.5523847818,0.06025787364,0.2688883961,0.02881577453,0.2344088301,0.02528997711,0.4117501566,0.04437770681
0.5547160978,0.05990771765,0.2706783661,0.02873175866,0.2344088301,0.0250345228,0.413594662,0.04413573398
0.5568529375,0.05955076792,0.27238618,0.02863001653,0.2377987239,0.02512500569,0.4154620921,0.04390254257
